Unnamed: 0,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv
222,0.40771,0.0,6.2,1,0.507,6.164,0.9104016477857878,3.048,8,307,17.4,395.24,21.46,0.3711111111111111
223,0.62356,0.0,6.2,1,0.507,6.879,0.7703398558187435,3.2721,8,307,17.4,390.39,9.93,0.5
224,0.6147,0.0,6.2,0,0.507,6.618,0.8022657054582903,3.2721,8,307,17.4,396.9,7.6,0.5577777777777778
225,0.31533,0.0,6.2,0,0.504,8.266,0.776519052523172,2.8944,8,307,17.4,385.05,4.14,0.8844444444444444
226,0.52693,0.0,6.2,0,0.504,8.725,0.8249227600411946,2.8944,8,307,17.4,382.0,4.63,1.0
227,0.38214,0.0,6.2,0,0.504,8.04,0.8609680741503605,3.2157,8,307,17.4,387.38,3.13,0.7244444444444444
228,0.41238,0.0,6.2,0,0.504,7.163,0.7929969104016479,3.2157,8,307,17.4,372.08,6.36,0.5911111111111111
229,0.29819,0.0,6.2,0,0.504,7.686,0.14521112255406798,3.3751,8,307,17.4,377.51,3.92,0.9266666666666667
230,0.44178,0.0,6.2,0,0.504,6.552,0.19052523171987643,3.3751,8,307,17.4,380.34,3.76,0.5888888888888889
231,0.537,0.0,6.2,0,0.504,5.981,0.6714727085478887,3.6715,8,307,17.4,378.35,11.65,0.42888888888888893
232,0.46296,0.0,6.2,0,0.504,7.412,0.7621009268795057,3.6715,8,307,17.4,376.14,5.25,0.5933333333333333
233,0.57529,0.0,6.2,0,0.507,8.337,0.7250257466529351,3.8384,8,307,17.4,385.91,2.47,0.8155555555555556
234,0.33147,0.0,6.2,0,0.507,8.247,0.6951596292481977,3.6519,8,307,17.4,378.95,3.95,0.9622222222222221
235,0.44791,0.0,6.2,1,0.507,6.726,0.654994850669413,3.6519,8,307,17.4,360.2,8.05,0.5333333333333333
236,0.33045,0.0,6.2,0,0.507,6.086,0.6035015447991761,3.6519,8,307,17.4,376.75,10.88,0.4222222222222222
237,0.52058,0.0,6.2,1,0.507,6.631,0.7579814624098867,4.148,8,307,17.4,388.45,9.54,0.4466666666666667
238,0.51183,0.0,6.2,0,0.507,7.358,0.7075180226570545,4.148,8,307,17.4,390.07,4.73,0.5888888888888889
239,0.08244,30.0,4.93,0,0.428,6.481,0.16065911431513905,6.1899,6,300,16.6,379.41,6.36,0.4155555555555555
240,0.09252,30.0,4.93,0,0.428,6.606,0.40473738414006183,6.1899,6,300,16.6,383.78,7.37,0.4066666666666667
241,0.11329,30.0,4.93,0,0.428,6.897,0.529351184346035,6.3361,6,300,16.6,391.25,11.38,0.3777777777777778
242,0.10612,30.0,4.93,0,0.428,6.095,0.6405767250257466,6.3361,6,300,16.6,394.62,12.4,0.3355555555555556
243,0.1029,30.0,4.93,0,0.428,6.358,0.5149330587023686,7.0355,6,300,16.6,372.75,11.22,0.38222222222222224
244,0.12757,30.0,4.93,0,0.428,6.393,0.05046343975283214,7.0355,6,300,16.6,374.71,5.19,0.4155555555555555
245,0.20608,22.0,5.86,0,0.431,5.593,0.7579814624098867,7.9549,7,330,19.1,372.49,12.5,0.28
246,0.19133,22.0,5.86,0,0.431,5.605,0.6930998970133883,7.9549,7,330,19.1,389.13,18.46,0.30000000000000004
247,0.33983,22.0,5.86,0,0.431,6.108,0.329557157569516,8.0555,7,330,19.1,390.18,9.16,0.42888888888888893
248,0.19657,22.0,5.86,0,0.431,6.226,0.7857878475798147,8.0555,7,330,19.1,376.14,10.15,0.34444444444444444
249,0.16439,22.0,5.86,0,0.431,6.433,0.47579814624098876,7.8265,7,330,19.1,374.71,9.52,0.4333333333333334
250,0.19073,22.0,5.86,0,0.431,6.718,0.15036045314109167,7.8265,7,330,19.1,393.74,6.56,0.4711111111111111
251,0.1403,22.0,5.86,0,0.431,6.487,0.10401647785787849,7.3967,7,330,19.1,396.28,5.9,0.43111111111111106
252,0.21409,22.0,5.86,0,0.431,6.438,0.06179196704428426,7.3967,7,330,19.1,377.07,3.59,0.44
253,0.08221,22.0,5.86,0,0.431,6.957,0.04016477857878477,8.9067,7,330,19.1,386.09,3.53,0.5466666666666666
254,0.36894,22.0,5.86,0,0.431,8.259,0.05664263645726057,8.9067,7,330,19.1,396.9,3.54,0.84
255,0.04819,80.0,3.64,0,0.392,6.108,0.2996910401647786,9.2203,1,315,16.4,392.89,6.57,0.37555555555555553
256,0.03548,80.0,3.64,0,0.392,5.876,0.16683831101956748,9.2203,1,315,16.4,395.18,9.25,0.35333333333333333
257,0.01538,90.0,3.75,0,0.394,7.454,0.32234809474768283,6.3361,3,244,15.9,386.34,3.11,0.8666666666666667
258,0.61154,20.0,3.97,0,0.647,8.704,0.8650875386199794,1.801,5,264,13.0,389.7,5.12,1.0
259,0.66351,20.0,3.97,0,0.647,7.333,1.0,1.8946,5,264,13.0,383.29,7.79,0.6888888888888889
260,0.65665,20.0,3.97,0,0.647,6.842,1.0,2.0107,5,264,13.0,391.93,6.9,0.5577777777777778
261,0.54011,20.0,3.97,0,0.647,7.203,0.8125643666323378,2.1121,5,264,13.0,392.8,9.59,0.6399999999999999
262,0.53412,20.0,3.97,0,0.647,7.52,0.8908341915550979,2.1398,5,264,13.0,388.37,7.26,0.8466666666666667
263,0.52014,20.0,3.97,0,0.647,8.398,0.9124613800205973,2.2885,5,264,13.0,386.86,5.91,0.9733333333333332
264,0.82526,20.0,3.97,0,0.647,7.327,0.9433573635427395,2.0788,5,264,13.0,393.42,11.25,0.5777777777777777
265,0.55007,20.0,3.97,0,0.647,7.206,0.913491246138002,1.9301,5,264,13.0,387.89,8.1,0.7
266,0.76162,20.0,3.97,0,0.647,5.56,0.6168898043254376,1.9865,5,264,13.0,392.4,10.45,0.3955555555555556
267,0.7857,20.0,3.97,0,0.647,7.014,0.8414006179196704,2.1329,5,264,13.0,384.07,14.79,0.5711111111111111
268,0.57834,20.0,3.97,0,0.575,8.297,0.6601441812564366,2.4216,5,264,13.0,384.54,7.44,1.0
269,0.5405,20.0,3.97,0,0.575,7.47,0.5118434603501545,2.872,5,264,13.0,390.3,3.16,0.8555555555555555
270,0.09065,20.0,6.96,1,0.464,5.92,0.6035015447991761,3.9175,3,223,18.6,391.34,13.65,0.3488888888888889
271,0.29916,20.0,6.96,0,0.464,5.856,0.4037075180226571,4.429,3,223,18.6,388.65,13.0,0.35777777777777786
272,0.16211,20.0,6.96,0,0.464,6.24,0.13800205973223484,4.429,3,223,18.6,396.9,6.59,0.44888888888888895
273,0.1146,20.0,6.96,0,0.464,6.538,0.5746652935118435,3.9175,3,223,18.6,394.96,7.73,0.43111111111111106
274,0.22188,20.0,6.96,1,0.464,7.691,0.5036045314109165,4.3665,3,223,18.6,390.77,6.58,0.6711111111111111
275,0.05644,40.0,6.41,1,0.447,6.758,0.30895983522142123,4.0776,4,254,17.6,396.9,3.53,0.6088888888888888
276,0.09604,40.0,6.41,0,0.447,6.854,0.41091658084449023,4.2673,4,254,17.6,396.9,2.98,0.6
277,0.10469,40.0,6.41,1,0.447,7.267,0.474768280123584,4.7872,4,254,17.6,389.25,6.05,0.6266666666666667
278,0.06127,40.0,6.41,1,0.447,6.826,0.2543769309989702,4.8628,4,254,17.6,393.45,4.16,0.6244444444444445
279,0.07978,40.0,6.41,0,0.447,6.482,0.30072090628218334,4.1403,4,254,17.6,396.9,7.19,0.5355555555555556
280,0.21038,20.0,3.33,0,0.4429,6.812,0.3017507723995881,4.1007,5,216,14.9,396.9,4.85,0.6688888888888889
281,0.03578,20.0,3.33,0,0.4429,7.82,0.6343975283213182,4.6947,5,216,14.9,387.31,3.76,0.8977777777777778
282,0.03705,20.0,3.33,0,0.4429,6.968,0.35324407826982496,5.2447,5,216,14.9,392.23,4.59,0.6755555555555555
283,0.06129,20.0,3.33,1,0.4429,7.645,0.4819773429454171,5.2119,5,216,14.9,377.07,3.01,0.9111111111111112
284,0.01501,90.0,1.21,1,0.401,7.923,0.2255406797116375,5.885,1,198,13.6,395.52,3.16,1.0
285,0.00906,90.0,2.97,0,0.4,7.088,0.18434603501544802,7.3073,1,285,15.3,394.72,7.85,0.6044444444444445
286,0.01096,55.0,2.25,0,0.389,6.453,0.29866117404737386,7.3073,1,300,15.3,394.72,8.23,0.3777777777777778
287,0.01965,80.0,1.76,0,0.385,6.23,0.2945417095777549,9.0892,1,241,18.2,341.6,12.93,0.3355555555555556
288,0.03871,52.5,5.32,0,0.405,6.209,0.29248197734294545,7.3172,6,293,16.6,396.9,7.14,0.40444444444444444
289,0.0459,52.5,5.32,0,0.405,6.315,0.4397528321318229,7.3172,6,293,16.6,396.9,7.6,0.3844444444444445
290,0.04297,52.5,5.32,0,0.405,6.565,0.2059732234809475,7.3172,6,293,16.6,371.72,9.51,0.44
291,0.03502,80.0,4.95,0,0.411,6.861,0.25746652935118436,5.1167,4,245,19.2,396.9,3.33,0.5222222222222221
292,0.07886,80.0,4.95,0,0.411,7.148,0.2554067971163749,5.1167,4,245,19.2,396.9,3.56,0.7177777777777777
293,0.03615,80.0,4.95,0,0.411,6.63,0.21112255406797117,5.1167,4,245,19.2,396.9,4.7,0.5088888888888888
294,0.08265,0.0,13.92,0,0.437,6.127,0.1596292481977343,5.5027,4,289,16.0,396.9,8.58,0.42
295,0.08199,0.0,13.92,0,0.437,6.009,0.4057672502574665,5.5027,4,289,16.0,396.9,10.4,0.3711111111111111
296,0.12932,0.0,13.92,0,0.437,6.678,0.29042224510813597,5.9604,4,289,16.0,396.9,6.27,0.5244444444444445
297,0.05372,0.0,13.92,0,0.437,6.549,0.49536560247167866,5.9604,4,289,16.0,392.85,7.39,0.4911111111111112
298,0.14103,0.0,13.92,0,0.437,5.79,0.5674562306900103,6.32,4,289,16.0,396.9,15.84,0.34
299,0.06466,70.0,2.24,0,0.4,6.345,0.17713697219361485,7.8278,5,358,14.8,368.24,4.97,0.3888888888888889
300,0.05561,70.0,2.24,0,0.4,7.041,0.07312049433573636,7.8278,5,358,14.8,371.58,4.74,0.5333333333333333
301,0.04417,70.0,2.24,0,0.4,6.871,0.45829042224510813,7.8278,5,358,14.8,390.86,6.07,0.44
302,0.03537,34.0,6.09,0,0.433,6.59,0.3861997940267765,5.4917,7,329,16.1,395.75,9.5,0.3777777777777778
303,0.09266,34.0,6.09,0,0.433,6.495,0.1596292481977343,5.4917,7,329,16.1,383.61,8.67,0.47555555555555556
304,0.1,34.0,6.09,0,0.433,6.982,0.15242018537590113,5.4917,7,329,16.1,390.43,4.86,0.6244444444444445
305,0.05515,33.0,2.18,0,0.472,7.236,0.3934088568486097,4.022,7,222,18.4,393.68,6.93,0.6911111111111111
306,0.05479,33.0,2.18,0,0.472,6.616,0.568486096807415,3.37,7,222,18.4,393.36,8.93,0.5199999999999999
307,0.07503,33.0,2.18,0,0.472,7.42,0.7106076210092689,3.0992,7,222,18.4,396.9,6.47,0.6311111111111111
308,0.04932,33.0,2.18,0,0.472,6.849,0.694129763130793,3.1827,7,222,18.4,396.9,7.53,0.5155555555555555
309,0.49298,0.0,9.9,0,0.544,6.635,0.819773429454171,3.3175,4,304,18.4,396.9,4.54,0.3955555555555556
310,0.3494,0.0,9.9,0,0.544,5.972,0.7600411946446962,3.1025,4,304,18.4,396.24,9.97,0.34
311,2.63548,0.0,9.9,0,0.544,4.973,0.35942327497425336,2.5194,4,304,18.4,350.45,12.64,0.2466666666666667
312,0.79041,0.0,9.9,0,0.544,6.122,0.5139031925849639,2.6403,4,304,18.4,396.9,5.98,0.38000000000000006
313,0.26169,0.0,9.9,0,0.544,6.023,0.9011328527291452,2.834,4,304,18.4,396.3,11.72,0.32
314,0.26938,0.0,9.9,0,0.544,6.266,0.8228630278063851,3.2628,4,304,18.4,393.39,7.9,0.36888888888888893
315,0.3692,0.0,9.9,0,0.544,6.567,0.8692070030895983,3.6023,4,304,18.4,395.69,9.28,0.41777777777777786
316,0.25356,0.0,9.9,0,0.544,5.705,0.7703398558187435,3.945,4,304,18.4,396.42,11.5,0.24888888888888888
317,0.31827,0.0,9.9,0,0.544,5.914,0.8269824922760042,3.9986,4,304,18.4,390.7,18.33,0.2844444444444445
318,0.24522,0.0,9.9,0,0.544,5.782,0.7085478887744593,4.0317,4,304,18.4,396.9,15.94,0.32888888888888895
319,0.40202,0.0,9.9,0,0.544,6.382,0.6622039134912462,3.5325,4,304,18.4,395.21,10.36,0.4022222222222223
320,0.47547,0.0,9.9,0,0.544,6.113,0.5756951596292481,4.0019,4,304,18.4,396.23,12.73,0.35555555555555557
321,0.1676,0.0,7.38,0,0.493,6.426,0.5087538619979403,4.5404,5,287,19.6,396.9,7.2,0.41777777777777786
322,0.18159,0.0,7.38,0,0.493,6.376,0.529351184346035,4.5404,5,287,19.6,396.9,6.87,0.4022222222222223
323,0.35114,0.0,7.38,0,0.493,6.041,0.4840370751802266,4.7211,5,287,19.6,396.9,7.7,0.3422222222222222
324,0.28392,0.0,7.38,0,0.493,5.708,0.7353244078269825,4.7211,5,287,19.6,391.13,11.74,0.30000000000000004
325,0.34109,0.0,7.38,0,0.493,6.415,0.38311019567456234,4.7211,5,287,19.6,396.9,6.12,0.4444444444444445
326,0.19186,0.0,7.38,0,0.493,6.431,0.121524201853759,5.4159,5,287,19.6,393.68,5.08,0.43555555555555564
327,0.30347,0.0,7.38,0,0.493,6.312,0.26776519052523173,5.4159,5,287,19.6,396.9,6.15,0.4000000000000001
328,0.24103,0.0,7.38,0,0.493,6.083,0.4201853759011329,5.4159,5,287,19.6,396.9,12.79,0.38222222222222224
329,0.06617,0.0,3.24,0,0.46,5.868,0.23583934088568487,5.2146,4,430,16.9,382.44,9.97,0.3177777777777778
330,0.06724,0.0,3.24,0,0.46,6.333,0.14727085478887744,5.2146,4,430,16.9,375.21,7.34,0.39111111111111113
331,0.04544,0.0,3.24,0,0.46,6.144,0.3017507723995881,5.8736,4,430,16.9,368.57,9.09,0.32888888888888895
332,0.05023,35.0,6.06,0,0.4379,5.706,0.262615859938208,6.6407,1,304,16.9,394.02,12.43,0.26888888888888896
333,0.03466,35.0,6.06,0,0.4379,6.031,0.21009268795056646,6.6407,1,304,16.9,362.25,7.83,0.32
334,0.05083,0.0,5.19,0,0.515,6.316,0.3625128733264676,6.4584,5,224,20.2,389.71,5.68,0.38222222222222224
335,0.03738,0.0,5.19,0,0.515,6.31,0.36663233779608656,6.4584,5,224,20.2,389.4,6.75,0.3488888888888889
336,0.03961,0.0,5.19,0,0.515,6.037,0.32543769309989706,5.9853,5,224,20.2,396.9,8.01,0.35777777777777786
337,0.03427,0.0,5.19,0,0.515,5.869,0.446961894953656,5.2311,5,224,20.2,396.9,9.8,0.32222222222222224
338,0.03041,0.0,5.19,0,0.515,5.895,0.583934088568486,5.615,5,224,20.2,394.81,10.56,0.30000000000000004
339,0.03306,0.0,5.19,0,0.515,6.059,0.35427394438722964,4.8122,5,224,20.2,396.14,8.51,0.34666666666666673
340,0.05497,0.0,5.19,0,0.515,5.985,0.4376930998970134,4.8122,5,224,20.2,396.9,9.74,0.3111111111111111
341,0.06151,0.0,5.19,0,0.515,5.968,0.572605561277034,4.8122,5,224,20.2,396.9,9.29,0.30444444444444446
342,0.01301,35.0,1.52,0,0.442,7.241,0.47785787847579814,7.0379,1,284,15.5,394.74,5.49,0.6155555555555556
343,0.02498,0.0,1.89,0,0.518,6.54,0.5849639546858908,6.2669,1,422,15.9,389.96,8.65,0.2555555555555556
344,0.02543,55.0,3.78,0,0.484,6.696,0.5509783728115345,5.7321,5,370,17.6,396.9,7.18,0.42
345,0.03049,55.0,3.78,0,0.484,6.874,0.25952626158599384,6.4654,5,370,17.6,387.97,4.61,0.5822222222222222
346,0.03113,0.0,4.39,0,0.442,6.014,0.4696189495365603,8.0136,3,352,18.8,385.64,10.53,0.2777777777777778
347,0.06162,0.0,4.39,0,0.442,5.898,0.5087538619979403,8.0136,3,352,18.8,364.61,12.67,0.27111111111111114
348,0.0187,85.0,4.15,0,0.429,6.516,0.2554067971163749,8.5353,4,351,17.9,392.43,6.36,0.4022222222222223
349,0.01501,80.0,2.01,0,0.435,6.635,0.2760041194644696,8.344,4,280,17.0,390.94,5.99,0.4333333333333334
350,0.02899,40.0,1.25,0,0.429,6.939,0.32543769309989706,8.7921,1,335,19.7,389.85,5.89,0.48000000000000004
351,0.06211,40.0,1.25,0,0.429,6.49,0.427394438722966,8.7921,1,335,19.7,396.9,5.98,0.39777777777777773
352,0.0795,60.0,1.69,0,0.411,6.579,0.33985581874356335,10.7103,4,411,18.3,370.78,5.49,0.42444444444444446
353,0.07244,60.0,1.69,0,0.411,5.884,0.16065911431513905,10.7103,4,411,18.3,392.33,7.79,0.3022222222222223
354,0.01709,90.0,2.02,0,0.41,6.728,0.34191555097837284,12.1265,5,187,17.0,384.46,4.5,0.5577777777777778
355,0.04301,80.0,1.91,0,0.413,5.663,0.1956745623069001,10.5857,4,334,22.0,382.8,8.05,0.29333333333333333
356,0.10659,80.0,1.91,0,0.413,5.936,0.17095777548918642,10.5857,4,334,22.0,376.04,5.57,0.34666666666666673
357,8.98296,0.0,18.1,1,0.77,6.212,0.9732234809474769,2.1222,24,666,20.2,377.73,17.6,0.2844444444444445
358,3.8497,0.0,18.1,1,0.77,6.395,0.9073120494335736,2.5052,24,666,20.2,391.34,13.27,0.3711111111111111
359,5.20177,0.0,18.1,1,0.77,6.127,0.8290422245108137,2.7227,24,666,20.2,395.43,11.48,0.39333333333333337
360,4.26131,0.0,18.1,0,0.77,6.112,0.8074150360453141,2.5091,24,666,20.2,390.74,12.67,0.39111111111111113
361,4.54192,0.0,18.1,0,0.77,6.398,0.8764160659114315,2.5182,24,666,20.2,374.56,7.79,0.4444444444444445
362,3.83684,0.0,18.1,0,0.77,6.251,0.9083419155509783,2.2955,24,666,20.2,350.65,14.19,0.3311111111111111
363,3.67822,0.0,18.1,0,0.77,5.362,0.96086508753862,2.1036,24,666,20.2,380.79,10.19,0.35111111111111115
364,4.22239,0.0,18.1,1,0.77,5.803,0.8867147270854789,1.9047,24,666,20.2,353.04,14.64,0.26222222222222225
365,3.47428,0.0,18.1,1,0.718,8.78,0.82389289392379,1.9047,24,666,20.2,354.55,5.29,0.37555555555555553
366,4.55587,0.0,18.1,0,0.718,3.561,0.8753861997940269,1.6132,24,666,20.2,354.7,7.12,0.5
367,3.69695,0.0,18.1,0,0.718,4.963,0.9114315139031927,1.7523,24,666,20.2,316.03,14.0,0.37555555555555553
368,13.5222,0.0,18.1,0,0.631,3.863,1.0,1.5106,24,666,20.2,131.42,13.33,0.4022222222222223
369,4.89822,0.0,18.1,0,0.631,4.97,1.0,1.3325,24,666,20.2,375.52,3.26,1.0
370,5.66998,0.0,18.1,1,0.631,6.683,0.9670442842430483,1.3567,24,666,20.2,375.33,3.73,1.0
371,6.53876,0.0,18.1,1,0.631,7.016,0.9742533470648815,1.2024,24,666,20.2,392.05,2.96,1.0
372,9.2323,0.0,18.1,0,0.631,6.216,1.0,1.1691,24,666,20.2,366.15,9.53,1.0
373,8.26725,0.0,18.1,1,0.668,5.875,0.8928939237899073,1.1296,24,666,20.2,347.88,8.88,1.0
374,11.1081,0.0,18.1,0,0.668,4.906,1.0,1.1742,24,666,20.2,396.9,34.77,0.1955555555555556
375,18.4982,0.0,18.1,0,0.668,4.138,1.0,1.137,24,666,20.2,396.9,37.97,0.1955555555555556
376,19.6091,0.0,18.1,0,0.671,7.313,0.9783728115345005,1.3163,24,666,20.2,396.9,13.44,0.22222222222222227
377,15.288,0.0,18.1,0,0.671,6.649,0.9309989701338826,1.3449,24,666,20.2,363.02,23.24,0.19777777777777783
378,9.82349,0.0,18.1,0,0.671,6.794,0.9876416065911431,1.358,24,666,20.2,396.9,21.24,0.18444444444444447
379,23.6482,0.0,18.1,0,0.671,6.38,0.96086508753862,1.3861,24,666,20.2,396.9,23.69,0.18
380,17.8667,0.0,18.1,0,0.671,6.223,1.0,1.3861,24,666,20.2,393.74,21.78,0.11555555555555554
381,88.9762,0.0,18.1,0,0.671,6.968,0.9165808444902164,1.4165,24,666,20.2,396.9,17.21,0.12000000000000001
382,15.8744,0.0,18.1,0,0.671,6.545,0.9907312049433572,1.5192,24,666,20.2,396.9,21.08,0.13111111111111112
383,9.18702,0.0,18.1,0,0.7,5.536,1.0,1.5804,24,666,20.2,396.9,23.6,0.14
384,7.99248,0.0,18.1,0,0.7,5.52,1.0,1.5331,24,666,20.2,396.9,24.56,0.16222222222222227
385,20.0849,0.0,18.1,0,0.7,4.368,0.9093717816683832,1.4395,24,666,20.2,285.83,30.63,0.08444444444444445
386,16.8118,0.0,18.1,0,0.7,5.277,0.98043254376931,1.4261,24,666,20.2,396.9,30.81,0.048888888888888885
387,24.3938,0.0,18.1,0,0.7,4.652,1.0,1.4672,24,666,20.2,396.9,28.28,0.12222222222222222
388,22.5971,0.0,18.1,0,0.7,5.0,0.8918640576725025,1.5184,24,666,20.2,396.9,31.99,0.05333333333333333
389,14.3337,0.0,18.1,0,0.7,4.88,1.0,1.5895,24,666,20.2,372.92,30.62,0.11555555555555554
390,8.15174,0.0,18.1,0,0.7,5.39,0.9886714727085479,1.7281,24,666,20.2,396.9,20.85,0.1444444444444445
391,6.96215,0.0,18.1,0,0.7,5.713,0.9691040164778579,1.9265,24,666,20.2,394.43,17.11,0.22444444444444445
392,5.29305,0.0,18.1,0,0.7,6.051,0.819773429454171,2.1678,24,666,20.2,378.38,18.76,0.40444444444444444
393,11.5779,0.0,18.1,0,0.7,5.036,0.9691040164778579,1.77,24,666,20.2,396.9,25.68,0.10444444444444444
394,8.64476,0.0,18.1,0,0.693,6.193,0.9237899073120494,1.7912,24,666,20.2,396.9,15.17,0.1955555555555556
395,13.3598,0.0,18.1,0,0.693,5.887,0.945417095777549,1.7821,24,666,20.2,396.9,16.35,0.1711111111111111
396,8.71675,0.0,18.1,0,0.693,6.471,0.9876416065911431,1.7257,24,666,20.2,391.98,17.12,0.18
397,5.87205,0.0,18.1,0,0.693,6.405,0.9588053553038105,1.6768,24,666,20.2,396.9,19.37,0.16666666666666669
398,7.67202,0.0,18.1,0,0.693,5.747,0.9886714727085479,1.6334,24,666,20.2,393.1,19.92,0.07777777777777777
399,38.3518,0.0,18.1,0,0.693,5.453,1.0,1.4896,24,666,20.2,396.9,30.59,0.0
400,9.91655,0.0,18.1,0,0.693,5.852,0.7713697219361483,1.5004,24,666,20.2,338.16,29.97,0.028888888888888895
401,25.0461,0.0,18.1,0,0.693,5.987,1.0,1.5888,24,666,20.2,396.9,26.77,0.013333333333333322
402,14.2362,0.0,18.1,0,0.693,6.343,1.0,1.5741,24,666,20.2,396.9,20.32,0.048888888888888885
403,9.59571,0.0,18.1,0,0.693,6.404,1.0,1.639,24,666,20.2,376.11,20.31,0.1577777777777778
404,24.8017,0.0,18.1,0,0.693,5.349,0.9588053553038105,1.7028,24,666,20.2,396.9,19.77,0.07333333333333335
405,41.5292,0.0,18.1,0,0.693,5.531,0.8496395468589084,1.6074,24,666,20.2,329.46,27.38,0.07777777777777777
406,67.9208,0.0,18.1,0,0.693,5.683,1.0,1.4254,24,666,20.2,384.97,22.98,0.0
407,20.7162,0.0,18.1,0,0.659,4.138,1.0,1.1781,24,666,20.2,370.22,23.34,0.15333333333333338
408,11.9511,0.0,18.1,0,0.659,5.608,1.0,1.2852,24,666,20.2,332.09,12.13,0.5088888888888888
409,7.40389,0.0,18.1,0,0.597,5.617,0.9783728115345005,1.4547,24,666,20.2,314.64,26.4,0.27111111111111114
410,14.4383,0.0,18.1,0,0.597,6.852,1.0,1.4655,24,666,20.2,179.36,19.78,0.5
411,51.1358,0.0,18.1,0,0.597,5.757,1.0,1.413,24,666,20.2,2.6,10.11,0.22222222222222227
412,14.0507,0.0,18.1,0,0.597,6.657,1.0,1.5275,24,666,20.2,35.05,21.22,0.27111111111111114
413,18.811,0.0,18.1,0,0.597,4.628,1.0,1.5539,24,666,20.2,28.79,34.37,0.2866666666666667
414,28.6558,0.0,18.1,0,0.597,5.155,1.0,1.5894,24,666,20.2,210.97,20.08,0.2511111111111112
415,45.7461,0.0,18.1,0,0.693,4.519,1.0,1.6582,24,666,20.2,88.27,36.98,0.04444444444444444
416,18.0846,0.0,18.1,0,0.679,6.434,1.0,1.8347,24,666,20.2,27.25,29.05,0.048888888888888885
417,10.8342,0.0,18.1,0,0.679,6.782,0.9052523171987641,1.8195,24,666,20.2,21.57,25.79,0.055555555555555566
418,25.9406,0.0,18.1,0,0.679,5.304,0.8877445932028836,1.6475,24,666,20.2,127.36,26.64,0.12000000000000001
419,73.5341,0.0,18.1,0,0.679,5.957,1.0,1.8026,24,666,20.2,16.45,20.62,0.08444444444444445
420,11.8123,0.0,18.1,0,0.718,6.824,0.7579814624098867,1.794,24,666,20.2,48.45,22.74,0.07555555555555556
421,11.0874,0.0,18.1,0,0.718,6.411,1.0,1.8589,24,666,20.2,318.75,15.02,0.26
422,7.02259,0.0,18.1,0,0.718,6.006,0.9515962924819773,1.8746,24,666,20.2,319.98,15.7,0.20444444444444443
423,12.0482,0.0,18.1,0,0.614,5.648,0.8722966014418125,1.9512,24,666,20.2,291.55,14.1,0.35111111111111115
424,7.05042,0.0,18.1,0,0.614,6.103,0.8465499485066941,2.0218,24,666,20.2,2.52,23.29,0.1866666666666667
425,8.79212,0.0,18.1,0,0.584,5.565,0.6972193614830071,2.0635,24,666,20.2,3.65,17.16,0.1488888888888889
426,15.8603,0.0,18.1,0,0.679,5.896,0.9526261585993822,1.9096,24,666,20.2,7.68,24.39,0.07333333333333335
427,12.2472,0.0,18.1,0,0.584,5.837,0.5849639546858908,1.9976,24,666,20.2,24.65,15.69,0.11555555555555554
428,37.6619,0.0,18.1,0,0.679,6.202,0.780638516992791,1.8629,24,666,20.2,18.82,14.52,0.13111111111111112
429,7.36711,0.0,18.1,0,0.679,6.193,0.7744593202883624,1.9356,24,666,20.2,96.73,21.52,0.13333333333333336
430,9.33889,0.0,18.1,0,0.679,6.38,0.9546858908341915,1.9682,24,666,20.2,60.72,24.08,0.09999999999999999
431,8.49213,0.0,18.1,0,0.584,6.348,0.8568486096807414,2.0527,24,666,20.2,83.45,17.64,0.21111111111111114
432,10.0623,0.0,18.1,0,0.584,6.833,0.94129763130793,2.0882,24,666,20.2,81.33,19.69,0.20222222222222225
433,6.44405,0.0,18.1,0,0.584,6.425,0.7404737384140061,2.2004,24,666,20.2,97.95,12.03,0.2466666666666667
434,5.58107,0.0,18.1,0,0.713,6.436,0.8753861997940269,2.3158,24,666,20.2,100.19,16.22,0.20666666666666672
435,13.9134,0.0,18.1,0,0.713,6.208,0.9485066941297631,2.2222,24,666,20.2,100.63,15.17,0.1488888888888889
436,11.1604,0.0,18.1,0,0.74,6.629,0.9443872296601441,2.1247,24,666,20.2,109.85,23.27,0.1866666666666667
437,14.4208,0.0,18.1,0,0.74,6.461,0.9309989701338826,2.0026,24,666,20.2,27.49,18.05,0.10222222222222223
438,15.1772,0.0,18.1,0,0.74,6.152,1.0,1.9142,24,666,20.2,9.32,26.45,0.08222222222222221
439,13.6781,0.0,18.1,0,0.74,5.935,0.8753861997940269,1.8206,24,666,20.2,68.95,34.02,0.07555555555555556
440,9.39063,0.0,18.1,0,0.74,5.627,0.9371781668383111,1.8172,24,666,20.2,396.9,22.88,0.17333333333333334
441,22.0511,0.0,18.1,0,0.74,5.818,0.92173017507724,1.8662,24,666,20.2,391.45,22.11,0.12222222222222222
442,9.72418,0.0,18.1,0,0.74,6.406,0.9711637487126674,2.0651,24,666,20.2,385.96,19.52,0.26888888888888896
443,5.66637,0.0,18.1,0,0.74,6.219,1.0,2.0048,24,666,20.2,395.69,16.59,0.29777777777777775
444,9.96654,0.0,18.1,0,0.74,6.485,1.0,1.9784,24,666,20.2,386.73,18.85,0.23111111111111116
